20240613-000000 tweets: 45676 friends: 624 followers: 187328395 likes: 55293
20240614-000000 tweets: 45726 friends: 624 followers: 187330623 likes: 55420
20240615-000001 tweets: 45743 friends: 624 followers: 187462447 likes: 55554
20240616-000002 tweets: 45794 friends: 632 followers: 187438175 likes: 55747
20240617-000001 tweets: 45836 friends: 633 followers: 187575927 likes: 55908
20240618-000001 tweets: 45864 friends: 634 followers: 187705280 likes: 56027
20240619-000001 tweets: 45891 friends: 635 followers: 187708395 likes: 56127
20240620-000001 tweets: 45933 friends: 637 followers: 187933520 likes: 56309
20240621-000001 tweets: 45988 friends: 638 followers: 188032161 likes: 56497
20240622-000002 tweets: 46014 friends: 639 followers: 187906128 likes: 56602
20240623-000001 tweets: 46032 friends: 639 followers: 187876355 likes: 56676
20240624-000001 tweets: 46054 friends: 639 followers: 187812172 likes: 56758
20240625-000001 tweets: 46101 friends: 639 followers: 187823512 likes: 56934
20240626-000001 tweets: 46143 friends: 639 followers: 187949484 likes: 57085
20240627-000001 tweets: 46183 friends: 640 followers: 188258600 likes: 57199
20240628-000002 tweets: 46232 friends: 640 followers: 188359011 likes: 57493
20240629-000001 tweets: 46277 friends: 641 followers: 188465729 likes: 57642
20240630-000001 tweets: 46306 friends: 643 followers: 188418047 likes: 57779
20240701-000002 tweets: 46398 friends: 650 followers: 188453099 likes: 58192
20240702-000002 tweets: 46440 friends: 650 followers: 188550135 likes: 58408
20240703-000001 tweets: 46513 friends: 650 followers: 188625422 likes: 58629
20240704-000001 tweets: 46552 friends: 650 followers: 188690219 likes: 58756
20240705-000002 tweets: 46576 friends: 650 followers: 188717112 likes: 58865
20240706-000001 tweets: 46608 friends: 650 followers: 188792648 likes: 58948
20240707-000001 tweets: 46618 friends: 650 followers: 189172116 likes: 58993
20240708-000001 tweets: 46656 friends: 651 followers: 189294632 likes: 59117
20240709-000001 tweets: 46714 friends: 651 followers: 189395781 likes: 59257
20240710-000002 tweets: 46781 friends: 651 followers: 189516301 likes: 59460
20240711-000001 tweets: 46828 friends: 651 followers: 189489437 likes: 59533
20240712-000001 tweets: 46907 friends: 652 followers: 189532419 likes: 59706
20240713-000001 tweets: 46968 friends: 653 followers: 189530575 likes: 59902
20240714-000001 tweets: 47026 friends: 655 followers: 189627122 likes: 60125
20240715-000001 tweets: 47078 friends: 656 followers: 189741146 likes: 60386
20240716-000001 tweets: 47167 friends: 662 followers: 189746138 likes: 60623
20240717-000001 tweets: 47272 friends: 662 followers: 189879456 likes: 60915
20240718-000002 tweets: 47332 friends: 662 followers: 189997683 likes: 61073
20240719-000001 tweets: 47452 friends: 663 followers: 190087114 likes: 61385
20240720-000001 tweets: 47542 friends: 665 followers: 190216541 likes: 61598
20240721-000001 tweets: 47602 friends: 665 followers: 190274223 likes: 61751
20240722-000001 tweets: 47753 friends: 666 followers: 190409848 likes: 62097
20240723-000001 tweets: 47812 friends: 668 followers: 190467338 likes: 62421
20240724-000001 tweets: 47881 friends: 669 followers: 190621120 likes: 62608
20240725-000001 tweets: 47948 friends: 672 followers: 190769212 likes: 62813
20240726-000002 tweets: 47974 friends: 673 followers: 191005027 likes: 62885
20240727-000002 tweets: 48044 friends: 671 followers: 191197239 likes: 63111
20240728-000001 tweets: 48149 friends: 673 followers: 191376368 likes: 63471
20240729-000001 tweets: 48223 friends: 674 followers: 191609067 likes: 63759
20240730-000002 tweets: 48384 friends: 676 followers: 191979431 likes: 64157
20240731-000001 tweets: 48467 friends: 680 followers: 192249787 likes: 64399
20240801-000001 tweets: 48563 friends: 684 followers: 192606385 likes: 64724
20240802-000001 tweets: 48624 friends: 685 followers: 192832001 likes: 64888
20240803-000001 tweets: 48661 friends: 686 followers: 192944255 likes: 65040
20240804-000001 tweets: 48707 friends: 686 followers: 192906002 likes: 65268
20240805-000001 tweets: 48740 friends: 687 followers: 192798539 likes: 65466
20240806-000001 tweets: 48769 friends: 688 followers: 192946877 likes: 65550
20240807-000002 tweets: 48825 friends: 688 followers: 193145810 likes: 65643
20240808-000002 tweets: 48865 friends: 688 followers: 193273979 likes: 65741
20240809-000001 tweets: 48916 friends: 690 followers: 193427230 likes: 65883
20240810-000001 tweets: 49004 friends: 690 followers: 193575105 likes: 66063
20240811-000001 tweets: 49142 friends: 693 followers: 193673051 likes: 66395
20240812-000002 tweets: 49208 friends: 693 followers: 193805779 likes: 66507
20240813-000001 tweets: 49300 friends: 697 followers: 194250857 likes: 66912
20240814-000002 tweets: 49456 friends: 701 followers: 194449844 likes: 67484
20240815-000001 tweets: 49597 friends: 709 followers: 194614740 likes: 67949
20240816-000001 tweets: 49621 friends: 710 followers: 194769271 likes: 68022
20240817-000001 tweets: 49673 friends: 712 followers: 194879294 likes: 68265
20240818-000001 tweets: 49721 friends: 712 followers: 194972142 likes: 68382
20240819-000001 tweets: 49786 friends: 713 followers: 195045029 likes: 68621
20240820-000001 tweets: 49867 friends: 716 followers: 195149744 likes: 68867
20240821-000002 tweets: 49885 friends: 716 followers: 195295055 likes: 68897
20240822-000001 tweets: 49949 friends: 716 followers: 195369673 likes: 69042
20240823-000001 tweets: 49983 friends: 717 followers: 195477834 likes: 69167
20240824-000002 tweets: 50041 friends: 719 followers: 195513359 likes: 69355
20240825-000002 tweets: 50095 friends: 719 followers: 195576297 likes: 69530
20240826-000002 tweets: 50162 friends: 724 followers: 195661702 likes: 69824
20240827-000001 tweets: 50243 friends: 728 followers: 195773454 likes: 70018
20240828-000001 tweets: 50264 friends: 728 followers: 195862008 likes: 70100
20240829-000001 tweets: 50300 friends: 728 followers: 195822062 likes: 70193
20240830-000002 tweets: 50389 friends: 729 followers: 195936673 likes: 70492
20240831-000002 tweets: 50477 friends: 732 followers: 196079629 likes: 70722
20240901-000001 tweets: 50523 friends: 734 followers: 196174049 likes: 70844
20240902-000002 tweets: 50605 friends: 734 followers: 196275192 likes: 71047
20240903-000002 tweets: 50737 friends: 736 followers: 196385705 likes: 71298
20240904-000001 tweets: 50778 friends: 738 followers: 196503079 likes: 71384
20240905-000001 tweets: 50872 friends: 741 followers: 196595850 likes: 71654
20240906-000001 tweets: 50997 friends: 744 followers: 196687142 likes: 71921
20240907-000002 tweets: 51090 friends: 746 followers: 196794326 likes: 72170
20240908-000001 tweets: 51163 friends: 747 followers: 196865552 likes: 72486
20240909-000001 tweets: 51266 friends: 748 followers: 196983032 likes: 72827
20240910-000002 tweets: 51377 friends: 751 followers: 197166761 likes: 73131
